Date,IT Dep.,CostElement,Country,Budget
01-05-2020,R1,Amortization,Italy,"8,836"
01-06-2020,R1,Amortization,Italy,"8,836"
01-07-2020,R1,Amortization,Italy,"8,836"
01-08-2020,R1,Amortization,Italy,"8,836"
01-09-2020,R1,Amortization,Italy,"8,836"
01-10-2020,R1,Amortization,Italy,"8,836"
01-11-2020,R1,Amortization,Italy,"8,836"
01-12-2020,R1,Amortization,Italy,"8,836"
01-01-2020,R1,Amortization,Spain,890
01-02-2020,R1,Amortization,Spain,890
01-03-2020,R1,Amortization,Spain,890
01-04-2020,R1,Amortization,Spain,890
01-05-2020,R1,Amortization,Spain,890
01-06-2020,R1,Amortization,Spain,890
01-07-2020,R1,Amortization,Spain,890
01-08-2020,R1,Amortization,Spain,890
01-09-2020,R1,Amortization,Spain,890
01-10-2020,R1,Amortization,Spain,890
01-11-2020,R1,Amortization,Spain,890
01-12-2020,R1,Amortization,Spain,890
01-01-2020,R1,Depreciation,Austria,14
01-02-2020,R1,Depreciation,Austria,14
01-03-2020,R1,Depreciation,Austria,14
01-04-2020,R1,Depreciation,Austria,14
01-05-2020,R1,Depreciation,Austria,14
01-06-2020,R1,Depreciation,Austria,14
01-07-2020,R1,Depreciation,Austria,14
01-08-2020,R1,Depreciation,Austria,14
01-09-2020,R1,Depreciation,Austria,14
01-10-2020,R1,Depreciation,Austria,14
01-11-2020,R1,Depreciation,Austria,14
01-12-2020,R1,Depreciation,Austria,14
01-01-2020,R1,Depreciation,Belgium,17
01-02-2020,R1,Depreciation,Belgium,17
01-03-2020,R1,Depreciation,Belgium,17
01-04-2020,R1,Depreciation,Belgium,17
01-05-2020,R1,Depreciation,Belgium,17
01-06-2020,R1,Depreciation,Belgium,17
01-07-2020,R1,Depreciation,Belgium,17
01-08-2020,R1,Depreciation,Belgium,17
01-09-2020,R1,Depreciation,Belgium,17
01-10-2020,R1,Depreciation,Belgium,17
01-11-2020,R1,Depreciation,Belgium,17
01-12-2020,R1,Depreciation,Belgium,17
01-01-2020,R1,Depreciation,Germany,"5,643"
01-02-2020,R1,Depreciation,Germany,"5,643"
01-03-2020,R1,Depreciation,Germany,"5,643"
01-04-2020,R1,Depreciation,Germany,"5,643"
01-05-2020,R1,Depreciation,Germany,"5,643"
01-06-2020,R1,Depreciation,Germany,"5,643"
01-07-2020,R1,Depreciation,Germany,"5,643"
01-08-2020,R1,Depreciation,Germany,"5,643"
01-09-2020,R1,Depreciation,Germany,"5,643"
01-10-2020,R1,Depreciation,Germany,"5,643"
01-11-2020,R1,Depreciation,Germany,"5,643"
01-12-2020,R1,Depreciation,Germany,"5,643"
01-01-2020,R1,Depreciation,Italy,"17,595"
01-02-2020,R1,Depreciation,Italy,"17,595"
01-03-2020,R1,Depreciation,Italy,"17,595"
01-04-2020,R1,Depreciation,Italy,"17,595"
01-05-2020,R1,Depreciation,Italy,"17,595"
01-06-2020,R1,Depreciation,Italy,"17,595"
01-07-2020,R1,Depreciation,Italy,"17,595"
01-08-2020,R1,Depreciation,Italy,"17,595"
01-09-2020,R1,Depreciation,Italy,"17,595"
01-10-2020,R1,Depreciation,Italy,"17,595"
01-11-2020,R1,Depreciation,Italy,"17,595"
01-12-2020,R1,Depreciation,Italy,"17,595"
01-01-2020,R1,Depreciation,Spain,866
01-02-2020,R1,Depreciation,Spain,866
01-03-2020,R1,Depreciation,Spain,866
01-04-2020,R1,Depreciation,Spain,866
01-05-2020,R1,Depreciation,Spain,866
01-06-2020,R1,Depreciation,Spain,866
01-07-2020,R1,Depreciation,Spain,866
01-08-2020,R1,Depreciation,Spain,866
01-09-2020,R1,Depreciation,Spain,866
01-10-2020,R1,Depreciation,Spain,866
01-11-2020,R1,Depreciation,Spain,866
01-12-2020,R1,Depreciation,Spain,866
01-01-2020,R1,Depreciation,United Kingdom,465
01-02-2020,R1,Depreciation,United Kingdom,465
01-03-2020,R1,Depreciation,United Kingdom,465
01-04-2020,R1,Depreciation,United Kingdom,465
01-05-2020,R1,Depreciation,United Kingdom,465
01-06-2020,R1,Depreciation,United Kingdom,465
01-07-2020,R1,Depreciation,United Kingdom,465
01-08-2020,R1,Depreciation,United Kingdom,465
01-09-2020,R1,Depreciation,United Kingdom,465
01-10-2020,R1,Depreciation,United Kingdom,465
01-11-2020,R1,Depreciation,United Kingdom,465
01-12-2020,R1,Depreciation,United Kingdom,465
01-01-2020,R1,External Labor,Belgium,"1,13,087"
01-02-2020,R1,External Labor,Belgium,"1,13,087"
01-03-2020,R1,External Labor,Belgium,"1,13,087"
01-04-2020,R1,External Labor,Belgium,"1,13,087"
01-05-2020,R1,External Labor,Belgium,"1,13,087"
01-06-2020,R1,External Labor,Belgium,"1,13,087"
01-07-2020,R1,External Labor,Belgium,"1,13,087"
01-08-2020,R1,External Labor,Belgium,"1,13,087"
01-09-2020,R1,External Labor,Belgium,"1,13,087"
01-10-2020,R1,External Labor,Belgium,"1,13,087"
01-11-2020,R1,External Labor,Belgium,"1,13,087"
01-12-2020,R1,External Labor,Belgium,"1,13,087"
01-01-2020,R1,External Labor,Canada,"10,698"
01-02-2020,R1,External Labor,Canada,"9,938"
01-03-2020,R1,External Labor,Canada,"10,829"
01-04-2020,R1,External Labor,Canada,"10,909"
01-05-2020,R1,External Labor,Canada,"11,056"
01-06-2020,R1,External Labor,Canada,"11,209"
01-07-2020,R1,External Labor,Canada,"11,284"
01-08-2020,R1,External Labor,Canada,"11,300"
01-09-2020,R1,External Labor,Canada,"11,300"
01-10-2020,R1,External Labor,Canada,"11,300"
01-11-2020,R1,External Labor,Canada,"11,300"
01-12-2020,R1,External Labor,Canada,"11,305"
01-01-2020,R1,External Labor,Italy,"9,373"
01-02-2020,R1,External Labor,Italy,"9,373"
01-03-2020,R1,External Labor,Italy,"9,373"
01-04-2020,R1,External Labor,Italy,"9,373"
01-05-2020,R1,External Labor,Italy,"9,373"
01-06-2020,R1,External Labor,Italy,"9,373"
01-07-2020,R1,External Labor,Italy,"9,373"
01-08-2020,R1,External Labor,Italy,"9,373"
01-09-2020,R1,External Labor,Italy,"9,373"
01-10-2020,R1,External Labor,Italy,"9,373"
01-11-2020,R1,External Labor,Italy,"9,373"
01-12-2020,R1,External Labor,Italy,"9,373"
01-01-2020,R1,External Labor,Spain,"2,035"
01-02-2020,R1,External Labor,Spain,"2,035"
01-03-2020,R1,External Labor,Spain,"2,035"
01-04-2020,R1,External Labor,Spain,"2,035"
01-05-2020,R1,External Labor,Spain,"2,035"
01-06-2020,R1,External Labor,Spain,"2,035"
01-07-2020,R1,External Labor,Spain,"2,035"
01-08-2020,R1,External Labor,Spain,"2,035"
01-09-2020,R1,External Labor,Spain,"2,035"
01-10-2020,R1,External Labor,Spain,"2,035"
01-11-2020,R1,External Labor,Spain,"2,035"
01-12-2020,R1,External Labor,Spain,"2,035"
01-01-2020,R1,Hardware,Canada,116
01-02-2020,R1,Hardware,Canada,116
01-03-2020,R1,Hardware,Canada,116
01-04-2020,R1,Hardware,Canada,116
01-05-2020,R1,Hardware,Canada,116
01-06-2020,R1,Hardware,Canada,116
01-07-2020,R1,Hardware,Canada,116
01-08-2020,R1,Hardware,Canada,116
01-09-2020,R1,Hardware,Canada,116
01-10-2020,R1,Hardware,Canada,116
01-11-2020,R1,Hardware,Canada,116
01-12-2020,R1,Hardware,Canada,116
01-01-2020,R1,Hardware Maintenance,Canada,"5,732"
01-02-2020,R1,Hardware Maintenance,Canada,"5,732"
01-03-2020,R1,Hardware Maintenance,Canada,"5,732"
01-04-2020,R1,Hardware Maintenance,Canada,"5,732"
01-05-2020,R1,Hardware Maintenance,Canada,"5,732"
01-06-2020,R1,Hardware Maintenance,Canada,"5,732"
01-07-2020,R1,Hardware Maintenance,Canada,"5,732"
01-08-2020,R1,Hardware Maintenance,Canada,"5,732"
01-09-2020,R1,Hardware Maintenance,Canada,"5,732"
01-10-2020,R1,Hardware Maintenance,Canada,"5,732"
01-11-2020,R1,Hardware Maintenance,Canada,"5,732"
01-12-2020,R1,Hardware Maintenance,Canada,"5,732"
01-01-2020,R1,Internal Labor,Austria,"3,592"
01-02-2020,R1,Internal Labor,Austria,"3,592"
01-03-2020,R1,Internal Labor,Austria,"3,592"
01-04-2020,R1,Internal Labor,Austria,"3,592"
01-05-2020,R1,Internal Labor,Austria,"3,592"
01-06-2020,R1,Internal Labor,Austria,"3,592"
01-07-2020,R1,Internal Labor,Austria,"3,592"
01-08-2020,R1,Internal Labor,Austria,"3,592"
01-09-2020,R1,Internal Labor,Austria,"3,592"
01-10-2020,R1,Internal Labor,Austria,"3,592"
01-11-2020,R1,Internal Labor,Austria,"3,592"
01-12-2020,R1,Internal Labor,Austria,"3,592"
01-01-2020,R1,Internal Labor,Belgium,"10,775"
01-02-2020,R1,Internal Labor,Belgium,"10,775"
01-03-2020,R1,Internal Labor,Belgium,"10,775"
01-04-2020,R1,Internal Labor,Belgium,"10,775"
01-05-2020,R1,Internal Labor,Belgium,"10,775"
01-06-2020,R1,Internal Labor,Belgium,"10,775"
01-07-2020,R1,Internal Labor,Belgium,"10,775"
01-08-2020,R1,Internal Labor,Belgium,"10,775"
01-09-2020,R1,Internal Labor,Belgium,"10,775"
01-10-2020,R1,Internal Labor,Belgium,"10,775"
01-11-2020,R1,Internal Labor,Belgium,"10,775"
01-12-2020,R1,Internal Labor,Belgium,"10,775"
01-01-2020,R1,Internal Labor,Canada,"10,940"
01-02-2020,R1,Internal Labor,Canada,"11,700"
01-03-2020,R1,Internal Labor,Canada,"10,808"
01-04-2020,R1,Internal Labor,Canada,"10,728"
01-05-2020,R1,Internal Labor,Canada,"10,581"
01-06-2020,R1,Internal Labor,Canada,"10,429"
01-07-2020,R1,Internal Labor,Canada,"10,353"
01-08-2020,R1,Internal Labor,Canada,"10,338"
01-09-2020,R1,Internal Labor,Canada,"10,338"
01-10-2020,R1,Internal Labor,Canada,"10,338"
01-11-2020,R1,Internal Labor,Canada,"10,338"
01-12-2020,R1,Internal Labor,Canada,"10,338"
01-01-2020,R1,Internal Labor,Germany,"3,592"
01-02-2020,R1,Internal Labor,Germany,"3,592"
01-03-2020,R1,Internal Labor,Germany,"3,592"
01-04-2020,R1,Internal Labor,Germany,"3,592"
01-05-2020,R1,Internal Labor,Germany,"3,592"
01-06-2020,R1,Internal Labor,Germany,"3,592"
01-07-2020,R1,Internal Labor,Germany,"3,592"
01-08-2020,R1,Internal Labor,Germany,"3,592"
01-09-2020,R1,Internal Labor,Germany,"3,592"
01-10-2020,R1,Internal Labor,Germany,"3,592"
01-11-2020,R1,Internal Labor,Germany,"3,592"
01-12-2020,R1,Internal Labor,Germany,"3,592"
01-01-2020,R1,Internal Labor,Italy,"3,592"
01-02-2020,R1,Internal Labor,Italy,"3,592"
01-03-2020,R1,Internal Labor,Italy,"3,592"
01-04-2020,R1,Internal Labor,Italy,"3,592"
01-05-2020,R1,Internal Labor,Italy,"3,592"
01-06-2020,R1,Internal Labor,Italy,"3,592"
01-07-2020,R1,Internal Labor,Italy,"3,592"
01-08-2020,R1,Internal Labor,Italy,"3,592"
01-09-2020,R1,Internal Labor,Italy,"3,592"
01-10-2020,R1,Internal Labor,Italy,"3,592"
01-11-2020,R1,Internal Labor,Italy,"3,592"
01-12-2020,R1,Internal Labor,Italy,"3,592"
01-01-2020,R1,Internal Labor,Spain,"7,183"
01-02-2020,R1,Internal Labor,Spain,"7,183"
01-03-2020,R1,Internal Labor,Spain,"7,183"
01-04-2020,R1,Internal Labor,Spain,"7,183"
01-05-2020,R1,Internal Labor,Spain,"7,183"
01-06-2020,R1,Internal Labor,Spain,"7,183"
01-07-2020,R1,Internal Labor,Spain,"7,183"
01-08-2020,R1,Internal Labor,Spain,"7,183"
01-09-2020,R1,Internal Labor,Spain,"7,183"
01-10-2020,R1,Internal Labor,Spain,"7,183"
01-11-2020,R1,Internal Labor,Spain,"7,183"
01-12-2020,R1,Internal Labor,Spain,"7,183"
01-01-2020,R1,Other,Belgium,311
01-02-2020,R1,Other,Belgium,311
01-03-2020,R1,Other,Belgium,311
01-04-2020,R1,Other,Belgium,311
01-05-2020,R1,Other,Belgium,311
01-06-2020,R1,Other,Belgium,311
01-07-2020,R1,Other,Belgium,311
01-08-2020,R1,Other,Belgium,311
01-09-2020,R1,Other,Belgium,311
01-10-2020,R1,Other,Belgium,311
01-11-2020,R1,Other,Belgium,311
01-12-2020,R1,Other,Belgium,311
01-01-2020,R1,Other,Canada,188
01-02-2020,R1,Other,Canada,188
01-03-2020,R1,Other,Canada,188
01-04-2020,R1,Other,Canada,188
01-05-2020,R1,Other,Canada,188
01-06-2020,R1,Other,Canada,188
01-07-2020,R1,Other,Canada,188
01-08-2020,R1,Other,Canada,188
01-09-2020,R1,Other,Canada,188
01-10-2020,R1,Other,Canada,188
01-11-2020,R1,Other,Canada,188
01-12-2020,R1,Other,Canada,188
01-01-2020,R1,Recognition,Canada,33
01-02-2020,R1,Recognition,Canada,33
01-03-2020,R1,Recognition,Canada,33
01-04-2020,R1,Recognition,Canada,33
01-05-2020,R1,Recognition,Canada,33
01-06-2020,R1,Recognition,Canada,33
01-07-2020,R1,Recognition,Canada,33
01-08-2020,R1,Recognition,Canada,33
01-09-2020,R1,Recognition,Canada,33
01-10-2020,R1,Recognition,Canada,33
01-11-2020,R1,Recognition,Canada,33
01-12-2020,R1,Recognition,Canada,33
01-01-2020,R1,Software Maintenance,Italy,"6,205"
01-02-2020,R1,Software Maintenance,Italy,"6,205"
01-03-2020,R1,Software Maintenance,Italy,"6,205"
01-04-2020,R1,Software Maintenance,Italy,"6,205"
01-05-2020,R1,Software Maintenance,Italy,"6,205"
01-06-2020,R1,Software Maintenance,Italy,"6,205"
01-07-2020,R1,Software Maintenance,Italy,"6,205"
01-08-2020,R1,Software Maintenance,Italy,"6,205"
01-09-2020,R1,Software Maintenance,Italy,"6,205"
01-10-2020,R1,Software Maintenance,Italy,"6,205"
01-11-2020,R1,Software Maintenance,Italy,"6,205"
01-12-2020,R1,Software Maintenance,Italy,"6,205"
01-01-2020,R1,Supplies,Canada,47
01-02-2020,R1,Supplies,Canada,47
01-03-2020,R1,Supplies,Canada,47
01-04-2020,R1,Supplies,Canada,47
01-05-2020,R1,Supplies,Canada,47
01-06-2020,R1,Supplies,Canada,47
01-07-2020,R1,Supplies,Canada,47
01-08-2020,R1,Supplies,Canada,47
01-09-2020,R1,Supplies,Canada,47
01-10-2020,R1,Supplies,Canada,47
01-11-2020,R1,Supplies,Canada,47
01-12-2020,R1,Supplies,Canada,47
01-01-2020,R1,Telecomm,Austria,48
01-02-2020,R1,Telecomm,Austria,48
01-03-2020,R1,Telecomm,Austria,48
01-04-2020,R1,Telecomm,Austria,48
01-05-2020,R1,Telecomm,Austria,48
01-06-2020,R1,Telecomm,Austria,48
01-07-2020,R1,Telecomm,Austria,48
01-08-2020,R1,Telecomm,Austria,48
01-09-2020,R1,Telecomm,Austria,48
01-10-2020,R1,Telecomm,Austria,48
01-11-2020,R1,Telecomm,Austria,48
01-12-2020,R1,Telecomm,Austria,48
01-01-2020,R1,Telecomm,Belgium,144
01-02-2020,R1,Telecomm,Belgium,144
01-03-2020,R1,Telecomm,Belgium,144
01-04-2020,R1,Telecomm,Belgium,144
01-05-2020,R1,Telecomm,Belgium,144
01-06-2020,R1,Telecomm,Belgium,144
01-07-2020,R1,Telecomm,Belgium,144
01-08-2020,R1,Telecomm,Belgium,144
01-09-2020,R1,Telecomm,Belgium,144
01-10-2020,R1,Telecomm,Belgium,144
01-11-2020,R1,Telecomm,Belgium,144
01-12-2020,R1,Telecomm,Belgium,144
01-01-2020,R1,Telecomm,Canada,175
01-02-2020,R1,Telecomm,Canada,175
01-03-2020,R1,Telecomm,Canada,175
01-04-2020,R1,Telecomm,Canada,175
01-05-2020,R1,Telecomm,Canada,175
01-06-2020,R1,Telecomm,Canada,175
01-07-2020,R1,Telecomm,Canada,175
01-08-2020,R1,Telecomm,Canada,175
01-09-2020,R1,Telecomm,Canada,175
01-10-2020,R1,Telecomm,Canada,175
01-11-2020,R1,Telecomm,Canada,175
01-12-2020,R1,Telecomm,Canada,175
01-01-2020,R1,Telecomm,Germany,48
01-02-2020,R1,Telecomm,Germany,48
01-03-2020,R1,Telecomm,Germany,48
01-04-2020,R1,Telecomm,Germany,48
01-05-2020,R1,Telecomm,Germany,48
01-06-2020,R1,Telecomm,Germany,48
01-07-2020,R1,Telecomm,Germany,48
01-08-2020,R1,Telecomm,Germany,48
01-09-2020,R1,Telecomm,Germany,48
01-10-2020,R1,Telecomm,Germany,48
01-11-2020,R1,Telecomm,Germany,48
01-12-2020,R1,Telecomm,Germany,48
01-01-2020,R1,Telecomm,Italy,48
01-02-2020,R1,Telecomm,Italy,48
01-03-2020,R1,Telecomm,Italy,48
01-04-2020,R1,Telecomm,Italy,48
01-05-2020,R1,Telecomm,Italy,48
01-06-2020,R1,Telecomm,Italy,48
01-07-2020,R1,Telecomm,Italy,48
01-08-2020,R1,Telecomm,Italy,48
01-09-2020,R1,Telecomm,Italy,48
01-10-2020,R1,Telecomm,Italy,48
01-11-2020,R1,Telecomm,Italy,48
01-12-2020,R1,Telecomm,Italy,48
01-01-2020,R1,Telecomm,Spain,96
01-02-2020,R1,Telecomm,Spain,96
01-03-2020,R1,Telecomm,Spain,96
01-04-2020,R1,Telecomm,Spain,96
01-05-2020,R1,Telecomm,Spain,96
01-06-2020,R1,Telecomm,Spain,96
01-07-2020,R1,Telecomm,Spain,96
01-08-2020,R1,Telecomm,Spain,96
01-09-2020,R1,Telecomm,Spain,96
01-10-2020,R1,Telecomm,Spain,96
01-11-2020,R1,Telecomm,Spain,96
01-12-2020,R1,Telecomm,Spain,96
01-01-2020,R1,Training,Austria,36
01-02-2020,R1,Training,Austria,36
01-03-2020,R1,Training,Austria,36
01-04-2020,R1,Training,Austria,36
01-05-2020,R1,Training,Austria,36
01-06-2020,R1,Training,Austria,36
01-07-2020,R1,Training,Austria,36
01-08-2020,R1,Training,Austria,36
01-09-2020,R1,Training,Austria,36
01-10-2020,R1,Training,Austria,36
01-11-2020,R1,Training,Austria,36
01-12-2020,R1,Training,Austria,36
01-01-2020,R1,Training,Belgium,108
01-02-2020,R1,Training,Belgium,108
01-03-2020,R1,Training,Belgium,108
01-04-2020,R1,Training,Belgium,108
01-05-2020,R1,Training,Belgium,108
01-06-2020,R1,Training,Belgium,108
01-07-2020,R1,Training,Belgium,108
01-08-2020,R1,Training,Belgium,108
01-09-2020,R1,Training,Belgium,108
01-10-2020,R1,Training,Belgium,108
01-11-2020,R1,Training,Belgium,108
01-12-2020,R1,Training,Belgium,108
01-01-2020,R1,Training,Canada,140
01-02-2020,R1,Training,Canada,140
01-03-2020,R1,Training,Canada,140
01-04-2020,R1,Training,Canada,140
01-05-2020,R1,Training,Canada,140
01-06-2020,R1,Training,Canada,140
01-07-2020,R1,Training,Canada,140
01-08-2020,R1,Training,Canada,140
01-09-2020,R1,Training,Canada,140
01-10-2020,R1,Training,Canada,140
01-11-2020,R1,Training,Canada,140
01-12-2020,R1,Training,Canada,140
01-01-2020,R1,Training,Germany,36
01-02-2020,R1,Training,Germany,36
01-03-2020,R1,Training,Germany,36
01-04-2020,R1,Training,Germany,36
01-05-2020,R1,Training,Germany,36
01-06-2020,R1,Training,Germany,36
01-07-2020,R1,Training,Germany,36
01-08-2020,R1,Training,Germany,36
01-09-2020,R1,Training,Germany,36
01-10-2020,R1,Training,Germany,36
01-11-2020,R1,Training,Germany,36
01-12-2020,R1,Training,Germany,36
01-01-2020,R1,Training,Italy,36
01-02-2020,R1,Training,Italy,36
01-03-2020,R1,Training,Italy,36
01-04-2020,R1,Training,Italy,36
01-05-2020,R1,Training,Italy,36
01-06-2020,R1,Training,Italy,36
01-07-2020,R1,Training,Italy,36
01-08-2020,R1,Training,Italy,36
01-09-2020,R1,Training,Italy,36
01-10-2020,R1,Training,Italy,36
01-11-2020,R1,Training,Italy,36
01-12-2020,R1,Training,Italy,36
01-01-2020,R1,Training,Spain,72
01-02-2020,R1,Training,Spain,72
01-03-2020,R1,Training,Spain,72
01-04-2020,R1,Training,Spain,72
01-05-2020,R1,Training,Spain,72
01-06-2020,R1,Training,Spain,72
01-07-2020,R1,Training,Spain,72
01-08-2020,R1,Training,Spain,72
01-09-2020,R1,Training,Spain,72
01-10-2020,R1,Training,Spain,72
01-11-2020,R1,Training,Spain,72
01-12-2020,R1,Training,Spain,72
01-01-2020,R1,Travel,Austria,239
01-02-2020,R1,Travel,Austria,239
01-03-2020,R1,Travel,Austria,239
01-04-2020,R1,Travel,Austria,239
01-05-2020,R1,Travel,Austria,239
01-06-2020,R1,Travel,Austria,239
01-07-2020,R1,Travel,Austria,239
01-08-2020,R1,Travel,Austria,239
01-09-2020,R1,Travel,Austria,239
01-10-2020,R1,Travel,Austria,239
01-11-2020,R1,Travel,Austria,239
01-12-2020,R1,Travel,Austria,239
01-01-2020,R1,Travel,Belgium,718
01-02-2020,R1,Travel,Belgium,718
01-03-2020,R1,Travel,Belgium,718
01-04-2020,R1,Travel,Belgium,718
01-05-2020,R1,Travel,Belgium,718
01-06-2020,R1,Travel,Belgium,718
01-07-2020,R1,Travel,Belgium,718
01-08-2020,R1,Travel,Belgium,718
01-09-2020,R1,Travel,Belgium,718
01-10-2020,R1,Travel,Belgium,718
01-11-2020,R1,Travel,Belgium,718
01-12-2020,R1,Travel,Belgium,718
01-01-2020,R1,Travel,Canada,934
01-02-2020,R1,Travel,Canada,934
01-03-2020,R1,Travel,Canada,934
01-04-2020,R1,Travel,Canada,934
01-05-2020,R1,Travel,Canada,934
01-06-2020,R1,Travel,Canada,934
01-07-2020,R1,Travel,Canada,934
01-08-2020,R1,Travel,Canada,934
01-09-2020,R1,Travel,Canada,934
01-10-2020,R1,Travel,Canada,934
01-11-2020,R1,Travel,Canada,934
01-12-2020,R1,Travel,Canada,936
01-01-2020,R1,Travel,Germany,239
01-02-2020,R1,Travel,Germany,239
01-03-2020,R1,Travel,Germany,239
01-04-2020,R1,Travel,Germany,239
01-05-2020,R1,Travel,Germany,239
01-06-2020,R1,Travel,Germany,239
01-07-2020,R1,Travel,Germany,239
01-08-2020,R1,Travel,Germany,239
01-09-2020,R1,Travel,Germany,239
01-10-2020,R1,Travel,Germany,239
01-11-2020,R1,Travel,Germany,239
01-12-2020,R1,Travel,Germany,239
01-01-2020,R1,Travel,Italy,239
01-02-2020,R1,Travel,Italy,239
01-03-2020,R1,Travel,Italy,239
01-04-2020,R1,Travel,Italy,239
01-05-2020,R1,Travel,Italy,239
01-06-2020,R1,Travel,Italy,239
01-07-2020,R1,Travel,Italy,239
01-08-2020,R1,Travel,Italy,239
01-09-2020,R1,Travel,Italy,239
01-10-2020,R1,Travel,Italy,239
01-11-2020,R1,Travel,Italy,239
01-12-2020,R1,Travel,Italy,239
01-01-2020,R1,Travel,Spain,479
01-02-2020,R1,Travel,Spain,479
01-03-2020,R1,Travel,Spain,479
01-04-2020,R1,Travel,Spain,479
01-05-2020,R1,Travel,Spain,479
01-06-2020,R1,Travel,Spain,479
01-07-2020,R1,Travel,Spain,479
01-08-2020,R1,Travel,Spain,479
01-09-2020,R1,Travel,Spain,479
01-10-2020,R1,Travel,Spain,479
01-11-2020,R1,Travel,Spain,479
01-12-2020,R1,Travel,Spain,479
01-01-2020,R2,Administrative,USA,"-80,018"
01-02-2020,R2,Administrative,USA,"-80,018"
01-03-2020,R2,Administrative,USA,"-80,018"
01-04-2020,R2,Administrative,USA,"-80,018"
01-05-2020,R2,Administrative,USA,"-80,018"
01-06-2020,R2,Administrative,USA,"-80,018"
01-07-2020,R2,Administrative,USA,"-80,018"
01-08-2020,R2,Administrative,USA,"-80,018"
01-09-2020,R2,Administrative,USA,"-80,018"
01-10-2020,R2,Administrative,USA,"-80,018"
01-11-2020,R2,Administrative,USA,"-80,018"
01-12-2020,R2,Administrative,USA,"-80,021"
01-01-2020,R2,Amortization,USA,"18,54,205"
01-02-2020,R2,Amortization,USA,"18,54,205"
01-03-2020,R2,Amortization,USA,"18,54,205"
01-04-2020,R2,Amortization,USA,"18,54,205"
01-05-2020,R2,Amortization,USA,"18,54,205"
01-06-2020,R2,Amortization,USA,"18,54,205"
01-07-2020,R2,Amortization,USA,"18,57,205"
01-08-2020,R2,Amortization,USA,"18,57,205"
01-09-2020,R2,Amortization,USA,"18,57,205"
01-10-2020,R2,Amortization,USA,"18,57,205"
01-11-2020,R2,Amortization,USA,"18,57,505"
01-12-2020,R2,Amortization,USA,"18,54,505"
01-01-2020,R2,CAPEX,USA,"-18,750"
01-02-2020,R2,CAPEX,USA,"-3,750"
01-03-2020,R2,CAPEX,USA,"-4,27,220"
01-04-2020,R2,CAPEX,USA,"-11,250"
01-05-2020,R2,CAPEX,USA,"-11,250"
01-06-2020,R2,CAPEX,USA,"-4,24,546"
01-07-2020,R2,CAPEX,USA,"-11,250"
01-08-2020,R2,CAPEX,USA,"-11,250"
01-09-2020,R2,CAPEX,USA,"-4,03,193"
01-10-2020,R2,CAPEX,USA,"-3,750"
01-11-2020,R2,CAPEX,USA,"-3,750"
01-12-2020,R2,CAPEX,USA,"-2,91,852"
01-01-2020,R2,Depreciation,Brazil,"7,577"
01-02-2020,R2,Depreciation,Brazil,"7,577"
01-03-2020,R2,Depreciation,Brazil,"7,577"
01-04-2020,R2,Depreciation,Brazil,"7,577"
01-05-2020,R2,Depreciation,Brazil,"7,577"
01-06-2020,R2,Depreciation,Brazil,"7,577"
01-07-2020,R2,Depreciation,Brazil,"7,577"
01-08-2020,R2,Depreciation,Brazil,"7,577"
01-09-2020,R2,Depreciation,Brazil,"7,577"
01-10-2020,R2,Depreciation,Brazil,"7,577"
01-11-2020,R2,Depreciation,Brazil,"7,577"
01-12-2020,R2,Depreciation,Brazil,"7,577"
01-01-2020,R2,Depreciation,Mexico,"2,473"
01-02-2020,R2,Depreciation,Mexico,"2,473"
01-03-2020,R2,Depreciation,Mexico,"2,473"
01-04-2020,R2,Depreciation,Mexico,"2,473"
01-05-2020,R2,Depreciation,Mexico,"2,473"
01-06-2020,R2,Depreciation,Mexico,"2,473"
01-07-2020,R2,Depreciation,Mexico,"2,473"
01-08-2020,R2,Depreciation,Mexico,"2,473"
01-09-2020,R2,Depreciation,Mexico,"2,473"
01-10-2020,R2,Depreciation,Mexico,"2,473"
01-11-2020,R2,Depreciation,Mexico,"2,473"
01-12-2020,R2,Depreciation,Mexico,"2,473"
01-01-2020,R2,Depreciation,United Kingdom,"34,907"
01-02-2020,R2,Depreciation,United Kingdom,"34,907"
01-03-2020,R2,Depreciation,United Kingdom,"34,907"
01-04-2020,R2,Depreciation,United Kingdom,"34,907"
01-05-2020,R2,Depreciation,United Kingdom,"34,907"
01-06-2020,R2,Depreciation,United Kingdom,"34,907"
01-07-2020,R2,Depreciation,United Kingdom,"34,907"
01-08-2020,R2,Depreciation,United Kingdom,"34,907"
01-09-2020,R2,Depreciation,United Kingdom,"34,907"
01-10-2020,R2,Depreciation,United Kingdom,"35,207"
01-11-2020,R2,Depreciation,United Kingdom,"35,207"
01-12-2020,R2,Depreciation,United Kingdom,"35,207"
01-01-2020,R2,Depreciation,USA,"4,67,463"
01-02-2020,R2,Depreciation,USA,"4,67,463"
01-03-2020,R2,Depreciation,USA,"4,67,463"
01-04-2020,R2,Depreciation,USA,"4,67,463"
01-05-2020,R2,Depreciation,USA,"4,67,463"
01-06-2020,R2,Depreciation,USA,"4,67,463"
01-07-2020,R2,Depreciation,USA,"4,67,463"
01-08-2020,R2,Depreciation,USA,"4,67,463"
01-09-2020,R2,Depreciation,USA,"4,67,463"
01-10-2020,R2,Depreciation,USA,"4,67,463"
01-11-2020,R2,Depreciation,USA,"4,67,463"
01-12-2020,R2,Depreciation,USA,"3,87,868"
